,title,genre
1453,Go See The Doctor,Hip-Hop
1454,Go West,Dance/Electronica
1455,Go Your Own Way,Rock/Pop
1456,God,Rock/Pop
1457,God Bless America,Musical/Film
1458,God Bless The Child,Jazz
1459,God Give Me Strength,Rock/Pop
1460,God Is A DJ,Dance/Electronica
1461,God Must Be A Boogie Man,Jazz
1462,God Only Knows,Rock/Pop
1463,God Save The Queen,Rock/Pop
1464,Godspeed,Dance/Electronica
1465,Goin' Back To Cali,Hip-Hop
1466,Goin' Down Slow,Blues
1467,Goin' Down The Road Feelin' Bad,Folk/Roots
1468,Goin' Out Of My Head,R & B/Soul
1469,Goin' Out West,Folk/Roots
1470,"Goin' Out West, Pts. 1 & 2",Blues
1471,Goin' Places,Jazz
1472,Going Back To Harlan,Country/Bluegrass
1473,Going Underground,Rock/Pop
1474,Going Up The Country,Blues
1475,Golden Brown,Rock/Pop
1476,Golden Hair,Folk/Roots
1477,Golden Ring,Country/Bluegrass
1478,Golden Rocket,Country/Bluegrass
1479,Golden Slumbers,Rock/Pop
1480,Golden Years,Rock/Pop
1481,Goldfinger,Musical/Film
1482,Gone At Last,Rock/Pop
1483,Gone Blind,Blues
1484,Gone Till November,Hip-Hop
1485,Gonna Make You Sweat (Everybody Dance Now),Dance/Electronica
1486,Good Bait,Jazz
1487,Good Golly Miss Molly,Rock/Pop
1488,Good Hearted Woman,Country/Bluegrass
1489,"Good In Everyone, The",Rock/Pop
1490,Good Life,Dance/Electronica
1491,"Good Life, The",Musical/Film
1492,Good Lovin',R & B/Soul
1493,Good Morning,Musical/Film
1494,"Good Morning, Blues",Blues
1495,"Good Morning, Heartache",Jazz
1496,"Good Morning, Little School Girl",Blues
1497,Good Mother,Rock/Pop
1498,Good Riddance (Time Of Your Life),Rock/Pop
1499,Good Rockin' Tonight,R & B/Soul
1500,Good Times,Dance/Electronica
1501,Good Times (aka Let The Good Times Roll),R & B/Soul
1502,Good Times Roll,Rock/Pop
1503,"Good Times, Bad Times",Rock/Pop
1504,Good Vibrations,Rock/Pop
1505,"Good Year For The Roses, A",Country/Bluegrass
1506,"Good, The Bad And The Ugly Theme, The",Musical/Film
1507,Good-Bye (Goodbye),Jazz
1508,Goodbye Earl,Country/Bluegrass
1509,Goodbye Pork Pie Hat,Jazz
1510,Goodbye To Love,Rock/Pop
1511,Goodbye Yellow Brick Road,Rock/Pop
1512,"Goodnight, Irene",Folk/Roots
1513,Goody-Goody,Swing
1514,Got Love If You Want It,Blues
1515,Got My Mojo Working,Blues
1516,Got Your Money,Hip-Hop
1517,"Gotta Get Me Moose, B'y",Folk/Roots
1518,Gotta Man,Hip-Hop
1519,Gotta Serve Somebody,Gospel
1520,Gotta Travel On,Country/Bluegrass
1521,Grace,Rock/Pop
1522,Graceland,Rock/Pop
1523,Grand Coulee Dam,Folk/Roots
1524,Grandpa Tell Me 'Bout The Good Old Days,Country/Bluegrass
1525,Graveyard Dream Blues,Blues
1526,Great Balls Of Fire,Rock/Pop
1527,Great Day!,Musical/Film
1528,"Great Pretender, The",R & B/Soul
1529,Great Speckled Bird,Country/Bluegrass
1530,Green Door,R & B/Soul
1531,Green Green Grass Of Home,Country/Bluegrass
1532,Green Onions,R & B/Soul
1533,Groovallegiance,R & B/Soul
1534,Groove Is In The Heart,Dance/Electronica
1535,Groove Me,R & B/Soul
1536,Groovin',R & B/Soul
1537,Groovin' High,Jazz
1538,Guantanamera,Folk/Roots
1539,Guess I'll Hang My Tears Out To Dry,Jazz
1540,Guess Who's Coming To Dinner?,Reggae
1541,Guilty Conscience,Hip-Hop
1542,Guinevere,Rock/Pop
1543,"Guitars, Cadillacs",Country/Bluegrass
1544,Gula Matari,Jazz
1545,Gulf Coast Blues,Blues
1546,Gulf Coast Highway,Country/Bluegrass
1547,Gumba Blue,Jazz
1548,Gum-Boot Cloggeroo,Country/Bluegrass
1549,Gun Street Girl,Blues
1550,Guns Don't Argue,Reggae
1551,"Guns Of Brixton, The",Rock/Pop
1552,Guns Of Navarone,Reggae
1553,"Gunslinging Bird (If Charlie Parker Was A Gunslinger, There'd Be A Whole Lot Of Dead Copycats)",Jazz
1554,Guysborough Train,Folk/Roots
1555,"Gypsies, Tramps And Thieves",Rock/Pop
1556,,
1557,Ha,Hip-Hop
1558,Had Me A Real Good Time,Rock/Pop
1559,"Hail, Hail, The Gang's All Here",Musical/Film
1560,Haitian Fight Song,Jazz
1561,Halcyon + On + On (Halcyon And On And On),Dance/Electronica
1562,Half As Much,Country/Bluegrass
1563,Hallelujah,Rock/Pop
1564,Hallelujah I Love Her So (Hallelujah I Love Him So),R & B/Soul
1565,Hallelujah!,Musical/Film
1566,Hallucinations (aka Budo),Jazz
1567,Hand In My Pocket,Rock/Pop
1568,Hand On The Pump,Hip-Hop
1569,Handful Of Keys,Jazz
1570,Handy Man,R & B/Soul
1571,Hang On Sloopy (My Girl Sloopy),Rock/Pop
1572,Hang On St. Christopher,Jazz
1573,Hangin' On A String (Contemplating),R & B/Soul
1574,"Hanging Tree, The",Country/Bluegrass
1575,Hanky Panky,Country/Bluegrass
1576,Happy Days Are Here Again,Musical/Film
1577,Happy House,Rock/Pop
1578,Happy Talk,Musical/Film
1579,Happy Trails,Country/Bluegrass
1580,"Happy Wanderer, The",Folk/Roots
1581,Harbor Lights,Musical/Film
1582,"Hard Day's Night, A",Rock/Pop
1583,Hard Headed Woman,Rock/Pop
1584,Hard Hearted Hannah (The Vamp Of Savannah),Jazz
1585,Hard Knock Life (Ghetto Anthem),Hip-Hop
1586,Hard Luck Blues,Blues
1587,"Hard Rain's A-Gonna' Fall, A",Folk/Roots
1588,Hard To Handle,R & B/Soul
1589,"Hard, Ain't It Hard",Folk/Roots
1590,"Harder They Come, The",Reggae
1591,Harlem,Dance/Electronica
1592,Harlem Blues,Blues
1593,Harlem Nocturne,Jazz
1594,Harper Valley PTA,Country/Bluegrass
1595,Harvest Moon,Rock/Pop
1596,Hasn't Hit Me Yet,Country/Bluegrass
1597,Hasty Boom Alert,Dance/Electronica
1598,Havana Affair,Rock/Pop
1599,Have I Told You Lately That I Love You?,Country/Bluegrass
1600,Have I Told You Lately?,R & B/Soul
1601,Have You Ever Been To Electric Ladyland?,Rock/Pop
1602,Have You Ever Really Loved A Woman?,Rock/Pop
1603,Have You Ever Seen The Rain?,Rock/Pop
1604,Having An Average Weekend,Rock/Pop
1605,"He Ain't Heavy, He's My Brother",Rock/Pop
1606,He Got Game,Hip-Hop
1607,He Stopped Loving Her Today,Country/Bluegrass
1608,He Turned The Water Into Wine,Gospel
1609,Head Like A Hole,Rock/Pop
1610,Head On,Rock/Pop
1611,Heart And Soul,Jazz
1612,Heart Full Of Soul,R & B/Soul
1613,Heart Like A Wheel,Folk/Roots
1614,Heart Of Africa,Dance/Electronica
1615,Heart Of Glass,Dance/Electronica
1616,Heart Of Gold,Rock/Pop
1617,Heart Of My Heart,Musical/Film
1618,Heart Of Saturday Night,Jazz
1619,Heart Shaped Box,Rock/Pop
1620,Heartaches By The Number,Country/Bluegrass
1621,Heartattack And Vine,Jazz
1622,Heartbeats Accelerating,Folk/Roots
1623,Heartbreak Hotel,Rock/Pop
1624,Heartbreak Hotel,R & B/Soul
1625,Heartbreak Suzie,Reggae
1626,Heartbreaker,Rock/Pop
1627,Heartland,Rock/Pop
1628,"Heat Is On In Saigon, The",Musical/Film
1629,Heat Wave,Jazz
1630,Heat Wave,R & B/Soul
1631,Heaven And Hell,Rock/Pop
1632,Heaven Must Be Missing An Angel,Dance/Electronica
1633,Heaven Scent,Dance/Electronica
1634,Heaven Will Protect The Working Girl,Musical/Film
1635,Heebie Jeebies,Jazz
1636,Hejira,Rock/Pop
1637,He'll Have To Go,Country/Bluegrass
1638,Hell Hound On My Trail,Blues
1639,Hell On Earth,Hip-Hop
1640,Hellbound,Rock/Pop
1641,Hello,Dance/Electronica
1642,"Hello Central, Give Me Heaven",Country/Bluegrass
1643,Hello In There,Folk/Roots
1644,"Hello, Darlin'",Country/Bluegrass
1645,"Hello, Dolly",Jazz
1646,"Hello, I Love You",Rock/Pop
1647,"Hello, Mary Lou",Rock/Pop
1648,"Hello, Walls",Country/Bluegrass
1649,"Hello, Young Lovers",Jazz
1650,Hellterskkkelter,Hip-Hop
1651,Help Me,Rock/Pop
1652,Help Me Make It Through The Night,Country/Bluegrass
1653,"Help Me, Rhonda",Rock/Pop
1654,Help!,Rock/Pop
1655,Helpless,Rock/Pop
1656,Helter Skelter,Rock/Pop
1657,Here Comes Sickness,Rock/Pop
1658,Here Comes The Rain Again,Rock/Pop
1659,Here Comes The Sun,Rock/Pop
1660,Here Comes Your Man,Rock/Pop
1661,Here I Come (Broader Than Broadway),Reggae
1662,"Here We Go Again, Y'All",Hip-Hop
1663,Here With Me,Dance/Electronica
1664,Here You Come Again,Country/Bluegrass
1665,"Here, There And Everywhere",Rock/Pop
1666,Here's A Quarter (Call Someone Who Cares),Country/Bluegrass
1667,Here's That Rainy Day,Jazz
1668,Heroes,Rock/Pop
1669,Heroin,Rock/Pop
1670,He's A Cousin Of Mine,Musical/Film
1671,He's So Fine,R & B/Soul
1672,He's The Greatest Dancer,Dance/Electronica
1673,Hey Joe,Rock/Pop
1674,Hey Jude,Rock/Pop
1675,Hey Ladies,Hip-Hop
1676,Hey Lover,Hip-Hop
1677,Hey There,Musical/Film
1678,"Hey, Good Lookin'",Country/Bluegrass
1679,"Hey, That's No Way To Say Goodbye",Folk/Roots
1680,Hiawatha,Musical/Film
1681,Hide Away,Blues
1682,Hi-Fly,Jazz
1683,High Hopes,Musical/Film
1684,High Noon (Do Not Forsake Me),Country/Bluegrass
1685,High School Confidential,Rock/Pop
1686,High Water Everywhere,Blues
1687,Higher Ground,R & B/Soul
1688,Highway 49,Blues
1689,Highway 61 Revisited,Blues
1690,Highway Star,Rock/Pop
1691,Highway To Hell,Rock/Pop
1692,"Highwayman, The",Country/Bluegrass
1693,Hi-Heel Sneakers,Blues
1694,Hip Hop,Hip-Hop
1695,Hip Hop Hooray,Hip-Hop
1696,His Eye Is On The Sparrow,Gospel
1697,His Latest Flame (Marie's The Name),Rock/Pop
1698,"Hissing Of Summer Lawns, The",Rock/Pop
1699,Hit A Muthafucka,Hip-Hop
1700,Hit 'Em Up,Hip-Hop
1701,Hit Me Off,R & B/Soul
1702,Hit Me With Your Best Shot,Rock/Pop
1703,"Hit The Road, Jack",R & B/Soul
1704,Hobo's Lullaby,Folk/Roots
1705,Hockey Night In Canada Theme,Jazz
1706,Hocus Pocus,Jazz
1707,"Hokey Pokey, The",Folk/Roots
1708,Hold On,R & B/Soul
1709,Hold On,Folk/Roots
1710,Holding Back The Years,Rock/Pop
1711,Holiday For Strings,Classical/ Contemporary
1712,Holiday In Cambodia,Rock/Pop
1713,Holidays In The Sun,Rock/Pop
1714,Holla Holla,Hip-Hop
1715,Holocaust,Rock/Pop
1716,Home For A Rest,Folk/Roots
1717,Homegrown Tomatoes,Country/Bluegrass
1718,Homeless,Folk/Roots
1719,Homeward Bound,Folk/Roots
1720,Honest I Do,Blues
1721,Honey Bee,Blues
1722,Honey Don't,Rock/Pop
1723,Honey Hush,R & B/Soul
1724,"Honeydripper, The",R & B/Soul
1725,"Honeymoon Is Over, The",Rock/Pop
1726,Honeysuckle Rose,Jazz
1727,Hong Kong Garden,Rock/Pop
1728,Honky Cat,Rock/Pop
1729,Honky Red,Folk/Roots
1730,Honky Tonk Blues,Country/Bluegrass
1731,Honky Tonk Man,Country/Bluegrass
1732,Honky Tonk Train Blues,Jazz
1733,Honky Tonk Women,Rock/Pop
1734,Honky Tonkin',Country/Bluegrass
1735,Hoochie Coochie Man,Blues
1736,Hoodoo Hoodoo (aka Hoodoo Man Blues),Blues
1737,Hooray For Hollywood,Musical/Film
1738,Horsepower,Dance/Electronica
1739,Hot For Teacher,Rock/Pop
1740,Hot Fun In The Summertime,R & B/Soul
1741,Hot House,Jazz
1742,Hot Mustard,Jazz
1743,Hot Stuff,Dance/Electronica
1744,Hotel California,Rock/Pop
1745,Hound Dog,R & B/Soul
1746,Hounds Of Love,Rock/Pop
1747,"House At Pooh Corner, The",Folk/Roots
1748,"House Is Not A Home, A",R & B/Soul
1749,"House Is Rockin', The",Blues
1750,House Nation,Dance/Electronica
1751,House Of Blue Lights,Jazz
1752,"House Of The Rising Sun, The",R & B/Soul
1753,Houses Of The Holy,Rock/Pop
1754,How About You?,Jazz
1755,How Are Things In Glocca Morra?,Musical/Film
1756,How Can You Mend A Broken Heart?,Rock/Pop
1757,How Can You Refuse Him Now?,Gospel
1758,How Deep Is The Ocean?,Jazz
1759,How Deep Is Your Love?,Dance/Electronica
1760,How Do U Want It?,Hip-Hop
1761,How High The Moon,Jazz
1762,How I Could Just Kill A Man,Hip-Hop
1763,How Insensitive (Insensatez),Jazz
1764,How Little We Know,Jazz
1765,How Long Has This Been Going On?,Jazz
1766,"How Long, How Long Blues",Blues
1767,How Soon Is Now?,Rock/Pop
1768,How Sweet It Is (To Be Loved By You),R & B/Soul
1769,How The Heart Approaches What It Yearns,Rock/Pop
1770,How Ya Gonna Keep ‘Em Down On The Farm (After They've Seen Paree),Musical/Film
1771,How Ya Like Me Now?,Hip-Hop
1772,Hucklebuck (Do The Hucklebuck),R & B/Soul
1773,"Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld, A",Dance/Electronica
1774,Human Behavior,Dance/Electronica
1775,Human Cannonball,Rock/Pop
1776,"Humpty Dance, The",Hip-Hop
1777,"Hundred Pounds Of Clay, A",R & B/Soul
1778,Hunter,Dance/Electronica
1779,Hurdy Gurdy Man,Rock/Pop
1780,Hurt,Rock/Pop
1781,Hurt So Bad,R & B/Soul
1782,Husbands And Wives,Country/Bluegrass
1783,"Hustle, The",Dance/Electronica
1784,Hymn To Freedom,Jazz
1785,Hyper-Ballad,Dance/Electronica
1786,Hypnotize,Hip-Hop
1787,,
1788,I Ain't Goin' Out Like That,Hip-Hop
1789,I Ain't Got No Home,Folk/Roots
1790,I Ain't Got Nobody,Jazz
1791,I Ain't Mad At Cha,Hip-Hop
1792,I Ain't Never,Country/Bluegrass
1793,I Ain't New Ta This,Hip-Hop
1794,I Ain't Superstitious,Blues
1795,I Ain't Trippin',Hip-Hop
1796,I Almost Lost My Mind,R & B/Soul
1797,I Am The Walrus,Rock/Pop
1798,I Beg Your Pardon,Dance/Electronica
1799,I Believe,Jazz
1800,I Believe,R & B/Soul
1801,I Believe I Can Fly,R & B/Soul
1802,I Believe I'll Dust My Broom,Blues
1803,I Believe In You,Country/Bluegrass
1804,I Believe To My Soul,R & B/Soul
1805,I Can See Clearly Now,Reggae
1806,I Can See For Miles,Rock/Pop
1807,I Can't Be Satisfied,Blues
1808,I Can't Believe That You're In Love With Me,Musical/Film
1809,I Can't Explain,Rock/Pop
1810,I Can't Get Next To You,R & B/Soul
1811,I Can't Get Started With You,Jazz
1812,I Can't Get You (Out Of My Mind),R & B/Soul
1813,"I Can't Give You Anything But Love, Baby",Jazz
1814,I Can't Help It If I'm Still In Love With You,Country/Bluegrass
1815,"I Can't Help Myself (Sugar Pie, Honey Bunch)",R & B/Soul
1816,I Can't Live Without My Radio,Hip-Hop
1817,I Can't Make You Love Me,R & B/Soul
1818,I Can't Quit You Baby,Blues
1819,I Can't Stand My Baby,Rock/Pop
1820,I Can't Stand The Rain,R & B/Soul
1821,I Can't Stop Loving You,Country/Bluegrass
1822,I Concentrate On You,Jazz
1823,I Could Have Danced All Night,Musical/Film
1824,I Could Never Take The Place Of Your Man,Rock/Pop
1825,I Could Write A Book,Jazz
1826,I Cover The Waterfront,Jazz
1827,I Cried For You (Now It's Your Turn To Cry For Me),Jazz
1828,I Didn't Know What Time It Was,Jazz
1829,I Didn't Raise My Boy To Be A Soldier,Musical/Film
1830,I Don't Know Enough About You,Jazz
1831,I Don't Know How To Love Him,Musical/Film
1832,I Don't Know Where I Stand,Folk/Roots
1833,I Don't Know Why,Folk/Roots
1834,I Don't Like Mondays,Rock/Pop
1835,I Don't Stand A Ghost Of A Chance With You,Jazz
1836,I Don't Want To Miss A Thing,Country/Bluegrass
1837,I Don't Want To Set The World On Fire,Musical/Film
1838,I Don't Want To Walk Without You,Musical/Film
1839,I Eat Dinner,Folk/Roots
1840,I Enjoy Being A Girl,Musical/Film
1841,I Fall In Love Too Easily,Jazz
1842,I Fall To Pieces,Country/Bluegrass
1843,I Feel A Song Comin' On,Jazz
1844,I Feel For You,Dance/Electronica
1845,I Feel For You,Hip-Hop
1846,I Feel Love,Dance/Electronica
1847,I Feel Lucky,Country/Bluegrass
1848,I Feel Pretty,Musical/Film
1849,I Feel The Earth Move,Rock/Pop
1850,I Fought The Law,Rock/Pop
1851,I Found A Million Dollar Baby (In A Five And Ten Cent Store),Jazz
1852,I Get A Kick Out of You,Jazz
1853,I Get Along Without You Very Well,Jazz
1854,I Get Around,Rock/Pop
1855,I Get The Job Done,Hip-Hop
1856,I Got A Secret (aka I Got A Seecret),Hip-Hop
1857,I Got A Woman,R & B/Soul
1858,I Got It Bad (And That Ain't Good),Jazz
1859,I Got Plenty O' Nuttin',Jazz
1860,I Got Rhythm,Jazz
1861,I Got Stripes,Country/Bluegrass
1862,I Got The Sun In The Morning,Jazz
1863,I Got You (I Feel Good),R & B/Soul
1864,I Gotcha Back,R & B/Soul
1865,I Gotta Right To Sing The Blues,Jazz
1866,I Guess I'll Have To Change My Plan,Jazz
1867,I Guess The Lord Must Be In New York City,Rock/Pop
1868,I Have To Laugh,Rock/Pop
1869,I Hear A Symphony,R & B/Soul
1870,I Hear You Knocking,R & B/Soul
1871,I Heard It Through The Grapevine,R & B/Soul
1872,I Hope That I Don't Fall In Love With You,Folk/Roots
1873,I Just Want To Make Love To You,Blues
1874,I Know About The Life,Jazz
1875,I Know An Old Lady Who Swallowed A Fly,Folk/Roots
1876,I Know That You Know,Jazz
1877,I Know You Got Soul,Hip-Hop
1878,I Know You're Married (But I Love You Still),Country/Bluegrass
1879,I Left My Heart In San Francisco,Jazz
1880,I Let A Song Go Out Of My Heart,Jazz
1881,I Like Chinese,Musical/Film
1882,I Like To Move It,Dance/Electronica
1883,I Love A Lassie,Musical/Film
1884,I Love A Parade,Musical/Film
1885,I Love A Rainy Night,Country/Bluegrass
1886,I Love King Selassie,Reggae
1887,I Love Onions,Folk/Roots
1888,I Love Paris,Musical/Film
1889,I Love Rock 'N' Roll,Rock/Pop
1890,I Love You Because,Country/Bluegrass
1891,I Love You Truly,Musical/Film
1892,"I Loves You, Porgy",Jazz
1893,I May Be Wrong (But I Think You're Wonderful),Musical/Film
1894,I Need A Hot Girl,Hip-Hop
1895,I Need Love,Hip-Hop
1896,I Never Let You Cross My Mind,Country/Bluegrass
1897,I Never Loved A Man (The Way I Love You),R & B/Soul
1898,I Only Have Eyes For You,Jazz
1899,I Pity The Fool,Blues
1900,I Put A Spell On You,R & B/Soul
1901,I Remember Clifford,Jazz
1902,I Remember You,Jazz
1903,I Saw A Stranger With Your Hair,Folk/Roots
1904,I Saw Her Standing There,Rock/Pop
1905,I Saw The Light,Gospel
1906,I Say A Little Prayer,Rock/Pop
1907,I Second That Emotion,R & B/Soul
1908,I Shall Be Released,Rock/Pop
1909,I Shot The Sheriff,Reggae
1910,I Shot Ya,Hip-Hop
1911,I Should Care,Jazz
1912,I Should've Known,Rock/Pop
1913,I Started A Joke,Rock/Pop
1914,I Still Have That Other Girl,Rock/Pop
1915,I Still Haven't Found What I'm Looking For,Rock/Pop
1916,I Still Miss Someone,Country/Bluegrass
1917,"I Surrender, Dear",Jazz
1918,I Think I Understand,Folk/Roots
1919,I Think It's Going To Rain Today,Rock/Pop
1920,I Thought About You,Jazz
1921,I Try,R & B/Soul
1922,I Used to Love H. E. R.,Hip-Hop
1923,I Walk The Line,Country/Bluegrass
1924,I Wanna Be Around,Jazz
1925,I Wanna Be Loved By You,Musical/Film
1926,I Wanna Be Sedated,Rock/Pop
1927,I Wanna Be Your Dog,Rock/Pop
1928,I Wanna Stand Over There,Jazz
1929,"I Want A Girl, Just Like The Girl That Married Dear Old Dad",Musical/Film
1930,I Want Her,R & B/Soul
1931,I Want More,Dance/Electronica
1932,I Want To Be A Cowboy's Sweetheart,Country/Bluegrass
1933,I Want To Be Bad,Musical/Film
1934,I Want To Be Happy,Jazz
1935,I Want To Hear A Yankee Doodle Tune,Musical/Film
1936,I Want To Hold Your Hand,Rock/Pop
1937,I Want To Take You Higher,R & B/Soul
1938,I Want You,Rock/Pop
1939,I Want You Back,R & B/Soul
1940,I Was Made To Love Her,R & B/Soul
1941,I Went To A Marvelous Party (aka I've Been To A Marvelous Party),Musical/Film
1942,I Whistle A Happy Tune,Musical/Film
1943,I Will Never Love This Way Again,R & B/Soul
1944,I Will Remember You,Rock/Pop
1945,I Will Survive,Dance/Electronica
1946,I Wish I Was A Single Girl Again,Country/Bluegrass
1947,I Wish I Were In Love Again,Jazz
1948,I Wish You Would,Blues
1949,I Wonder,R & B/Soul
1950,I Wonder Who's Kissing Her Now,Musical/Film
1951,"I Wonder Why She Kept On Saying ""Si-Si-Si-Si Senor""",Musical/Film
1952,I Won't Be Home No More,Country/Bluegrass
1953,I Won't Dance,Jazz
1954,Ice Cream,Rock/Pop
1955,Ice Man (Come On Up),Blues
1956,Ice Pick,Blues
1957,I'd Be A Legend In My Time,Country/Bluegrass
1958,I'd Be Better Off (In A Pine Box),Country/Bluegrass
1959,I'd Do Anything,Musical/Film
1960,I'd Do Anything For Love (But I Won't Do That),Rock/Pop
1961,I'd Rather Die Young,Country/Bluegrass
1962,I'd Rather Drink Muddy Water,Blues
1963,I'd Rather Go Blind,Blues
1964,"Id, The",Dance/Electronica
1965,Ida Lupino,Jazz
1966,"Ida, Sweet As Apple Cider",Musical/Film
1967,"Idiot Boy, The",Folk/Roots
1968,"Idiot, The",Folk/Roots
1969,If A Tree Falls,Rock/Pop
1970,If Dogs Run Free,Rock/Pop
1971,"If Drinkin' Don't Kill Me, Her Memory Will",Country/Bluegrass
1972,If Ever I Would Leave You,Musical/Film
1973,If I Can't Change Your Mind,Rock/Pop
1974,If I Could Be With You One Hour Tonight,Musical/Film
1975,If I Could Only Win Your Love,Country/Bluegrass
1976,If I Fell,Rock/Pop
1977,If I Had A Boat,Country/Bluegrass
1978,If I Had A Hammer,Folk/Roots
1979,If I Had A Million Dollars,Rock/Pop
1980,If I Had A Rocket Launcher,Rock/Pop
1981,If I Had A Talking Picture Of You,Musical/Film
1982,If I Had My Way,Musical/Film
1983,If I Had No Loot,R & B/Soul
1984,If I Had Only Known,Country/Bluegrass
1985,If I Had You,Musical/Film
1986,If I Knew You Were Comin' I'd've Baked A Cake,Musical/Film
1987,If I Loved You,Musical/Film
1988,If I Only Had A Brain,Musical/Film
1989,If I Ruled The World,Jazz
1990,If I Ruled The World,Hip-Hop
1991,If I Ruled The World (Imagine That),Hip-Hop
1992,If I Were A Bell,Jazz
1993,If I Were A Carpenter,Folk/Roots
1994,If I Were A Rich Man,Musical/Film
1995,"If I'm Going To Die, I'm Going To Have Some Fun",Musical/Film
1996,"If There's A Hell Below, We're All Going To Go",R & B/Soul
1997,If Trouble Was Money,Blues
1998,If You Could Read My Mind,Rock/Pop
1999,If You Could See Me Now,Jazz
2000,If You Don't Know Me By Now,R & B/Soul
2001,If You Knew Susie Like I Knew Susie,Jazz
2002,"If You Let Me Go, I'll Fall",Country/Bluegrass
2003,If You Think I'm Jiggy,Hip-Hop
2004,If You Were The Only Girl In The World,Musical/Film
2005,If Your Girl Only Knew,R & B/Soul
2006,If You've Got The Money (I've Got The Time),Country/Bluegrass
2007,Iko-Iko,R & B/Soul
2008,I'll Be,Hip-Hop
2009,I'll Be Around,R & B/Soul
2010,I'll Be Seeing You,Swing
2011,I'll Be With You In Apple Blossom Time,Musical/Film
2012,I'll Build A Stairway To Paradise,Musical/Film
2013,I'll Do 4 U,Hip-Hop
2014,I'll Fly Away,Gospel
2015,I'll Get By (As Long As I Have You),Jazz
2016,I'll House You (aka Girl I'll House You),Dance/Electronica
2017,I'll Make Love To You,R & B/Soul
2018,I'll Never Fall In Love Again,R & B/Soul
2019,I'll Never Get Out Of This World Alive,Country/Bluegrass
2020,I'll Never Smile Again,Jazz
2021,I'll Remember April,Jazz
2022,I'll Say She Does,Musical/Film
2023,I'll See You Again,Musical/Film
2024,I'll See You In My Dreams,Jazz
2025,Ill Street Blues,Hip-Hop
2026,I'll Take You There,R & B/Soul
2027,I'll Walk Alone,Musical/Film
2028,Ill Wind (You're Blowin' Me No Good),Jazz
2029,Illegal Smile,Folk/Roots
2030,I'm A Believer,Rock/Pop
2031,I'm A Fool To Want You,Jazz
2032,I'm A Gigolo,Musical/Film
2033,I'm A King Bee,Blues
2034,I'm A Long Gone Daddy,Country/Bluegrass
2035,I'm A Man (aka Mannish Boy),Blues
2036,I'm A Rattlesnakin' Daddy,Blues
2037,I'm A Road Runner,R & B/Soul
2038,I'm A Woman,R & B/Soul
2039,I'm Always Chasing Rainbows,Jazz
2040,I'm An Adult Now,Rock/Pop
2041,I'm An Old Cow Hand From The Rio Grande,Country/Bluegrass
2042,I'm Bad,Hip-Hop
2043,I'm Beginning To See The Light,Swing
2044,I'm Black And I'm Proud,Hip-Hop
2045,I'm Confessin' (That I Love You),Jazz
2046,I'm Craving For That Kind Of Love,Musical/Film
2047,I'm Crying,R & B/Soul
2048,I'm Every Woman,R & B/Soul
2049,I'm Falling In Love With Someone,Musical/Film
2050,I'm Gettin' Sentimental Over You,Musical/Film
2051,I'm Going Home,Blues
2052,I'm Gonna Be (500 Miles),Rock/Pop
2053,I'm Gonna Sit Right Down And Write Myself A Letter,Jazz
2054,I'm Gonna Wash That Man Right Outa My Hair,Musical/Film
2055,I'm In Love Again,R & B/Soul
2056,I'm In The Mood For Love,Jazz
2057,I'm Just A Lucky So And So,Jazz
2058,I'm Just An Old Chunk Of Coal (But I'm Gonna Be A Diamond Some Day),Country/Bluegrass
2059,I'm Just Wild About Harry,Musical/Film
2060,I'm Looking Over A Four Leaf Clover,Musical/Film
2061,I'm Movin' On,Country/Bluegrass
2062,I'm My Own Grandpa,Country/Bluegrass
2063,I'm Old Fashioned,Jazz
2064,I'm On Fire,Rock/Pop
2065,I'm Putting All My Eggs In One Basket,Musical/Film
2066,I'm Ready,Blues
2067,I'm Sitting On Top Of The World,Musical/Film
2068,I'm So Bored With The U. S. A.,Rock/Pop
2069,I'm So Excited,Dance/Electronica
2070,I'm So Glad,Blues
2071,I'm So Lonesome I Could Cry,Country/Bluegrass
2072,I'm Sorry,Rock/Pop
2073,I'm Still Standing,Rock/Pop
2074,I'm The Last Of The Red Hot Mamas,Musical/Film
2075,I'm Thinking Tonight Of My Blue Eyes,Country/Bluegrass
2076,I'm To Blame,Folk/Roots
2077,I'm Too Sexy,Rock/Pop
2078,I'm Tore Down,Blues
2079,I'm Waiting For The Man,Rock/Pop
2080,I'm Walkin',R & B/Soul
2081,I'm Your Man,Rock/Pop
2082,I'm Your Pusher,Hip-Hop
2083,Image Of You,Dance/Electronica
2084,Images Of .44 Casings,Hip-Hop
2085,Imagination,Jazz
2086,Imagine,Rock/Pop
2087,Immigrant Song,Rock/Pop
2088,"Impossible Dream, The",Musical/Film
2089,In A Mellow Tone,Jazz
2090,In A Mist,Jazz
2091,In A Sentimental Mood,Jazz
2092,In A Silent Way,Jazz
2093,In Between Days,Rock/Pop
2094,In C,Classical/ Contemporary
2095,"In Crowd, The",Rock/Pop
2096,In De Ghetto,Dance/Electronica
2097,In Dreams,Rock/Pop
2098,In France They Kiss On Main Street,Rock/Pop
2099,In My Business,R & B/Soul
2100,In My Life,Rock/Pop
2101,In My Room,Rock/Pop
2102,In My Time Of Dying,Blues
2103,In The Bush,Dance/Electronica
